SubjID,Landmark,OX,OY,OZ,MX,MY,MZ
E4575,Sbal,-22.752,-20.076,77.6988,-21.70614559,-20.12654499,75.76110769
E4575,Ch,-34.5611,-50.2752,72.0098,-34.05765464,-49.57735325,72.18616052
E4575,Prn,-10.4215,-9.93251,95.3525,-10.4215,-9.93251,95.3525
F9896,Ft,-75.5669,74.5606,-53.8785,-77.0845678,75.65750525,-51.94183055
F9896,Ex,-59.0616,39.5783,-28.098,-60.38928881,38.39245721,-27.69317919
F9896,En,-30.3961,34.9248,-20.16,-30.53502045,34.20450348,-19.54377843
F9896,Al,-30.5152,-9.35122,-14.1661,-30.75516285,-11.02594556,-13.67731145
F9896,Sbal,-20.6023,-13.493,-6.76125,-18.93050428,-12.55969969,-6.155981507
F9896,Ch,-36.8929,-38.3623,-18.5913,-36.55738249,-37.44069133,-17.92266124
F9896,Prn,-7.43823,0.117927,8.28554,-7.43823,0.117927,8.28554
G9886,Ft,-66.2393,78.4751,-9.95981,-65.70841486,78.91895573,-10.34319316
G9886,Ex,-49.3801,52.5153,19.6916,-49.99285203,54.52739261,21.21731091
G9886,En,-14.5715,49.599,30.4081,-13.34934254,50.52812448,31.22129308
G9886,Al,-19.9603,9.45922,35.7777,-19.82003606,8.977067601,36.54602622
G9886,Sbal,-12.1634,3.19429,45.1799,-12.02896367,1.03414813,45.58116282
G9886,Ch,-27.3999,-20.9588,25.8935,-26.30941921,-20.75966196,26.52841223
G9886,Prn,1.40515,12.7124,67.5285,1.40515,12.7124,67.5285
H2035,Ft,-89.1744,52.7363,-9.69029,-88.26552666,53.04727952,-9.277702129
H2035,Ex,-62.2225,31.5384,20.3398,-62.88488291,30.38533212,20.16823373
H2035,En,-33.1629,31.8668,20.4474,-32.83806136,32.76746432,20.28492814
H2035,Al,-30.8929,-10.6889,34.9237,-30.61589689,-10.84325751,34.57944049
H2035,Sbal,-22.717,-9.85642,41.7832,-23.93235871,-10.07250882,42.37431819
H2035,Ch,-40.1245,-40.7165,26.0121,-39.12995125,-40.35544367,24.90011345
H2035,Prn,-13.9322,-1.55138,63.9833,-13.9322,-1.55138,63.9833
I8906,Ft,-59.534,61.0117,-14.2743,-60.32072718,60.03356845,-14.54220257
I8906,Ex,-43.4462,35.3585,1.40473,-43.54610702,34.57718845,-0.199915884
I8906,En,-11.2549,30.4684,7.88662,-10.7418834,27.71704656,6.919792417
I8906,Al,-11.1989,-10.0567,12.9855,-8.857336074,-8.984395195,12.64169733
I8906,Sbal,-5.38767,-10.8698,24.2381,-6.443188296,-10.98030881,24.19949524
I8906,Ch,-18.2324,-36.9853,9.77755,-17.26825654,-35.1552728,10.34148364
I8906,Prn,9.39485,-3.71907,41.5889,9.39485,-3.71907,41.5889
J1080,Ft,-65.9985,46.0403,-23.4319,-67.64273066,46.49760947,-23.81246021
J1080,Ex,-41.206,16.3322,8.94346,-41.26899917,16.40242477,9.068268743
J1080,En,-13.1663,11.2428,12.4043,-11.62737368,10.04171798,10.43870383
J1080,Al,-16.2254,-32.0162,14.0794,-15.70015328,-32.64855518,13.35463291
J1080,Sbal,-9.27182,-28.6711,24.7405,-8.778818508,-26.65856162,23.15177902
J1080,Ch,-23.317,-59.0925,10.4124,-23.67367972,-58.51734469,10.86890668
J1080,Prn,1.14709,-23.7797,37.0089,1.14709,-23.7797,37.0089
K4722,Ft,-63.6625,34.8528,6.06153,-64.81879479,33.79042391,6.144781665
K4722,Ex,-49.325,10.9,23.8134,-49.10616816,11.65872829,23.80215319
K4722,En,-17.5334,9.38514,36.0554,-17.12992945,8.352262494,34.99166927
K4722,Al,-16.377,-29.186,48.3906,-14.54580678,-30.26042044,47.86821449
K4722,Sbal,-11.8687,-31.5355,52.0203,-12.43457085,-31.42340328,50.83989421
K4722,Ch,-23.6725,-53.8294,47.72,-23.88679452,-52.00912965,49.5709133
K4722,Prn,2.42044,-22.669,73.3245,2.42044,-22.669,73.3245
L2153,Ft,-57.7627,11.8158,-61.3352,-58.86284768,11.89384854,-61.05577633
L2153,Ex,-36.1556,-11.9447,-29.9935,-36.55292388,-11.99650451,-29.83435062
L2153,En,-8.43616,-14.0195,-25.8878,-9.088694579,-14.64935047,-25.32847027
L2153,Al,-5.76109,-50.1645,-21.7912,-7.942703493,-50.06959441,-23.58677202
L2153,Sbal,-1.37159,-50.7806,-15.3798,-1.574569149,-52.19335698,-15.78104898
L2153,Ch,-14.0978,-77.2979,-33.771,-13.95878421,-76.52922503,-34.49780042
L2153,Prn,8.83049,-44.4589,5.10941,8.83049,-44.4589,5.10941
M2092,Ft,-48.3785,31.4373,42.9574,-48.34553979,33.00789877,44.38241944
M2092,Ex,-33.7985,4.08869,73.9447,-34.74367173,4.632336876,72.65892514
M2092,En,-2.7327,1.37364,82.3537,-3.077196021,1.290949913,82.03969217
M2092,Al,-7.03955,-40.037,85.0736,-7.094474457,-41.0429855,85.32909253
M2092,Sbal,1.59514,-42.805,91.6202,1.078988978,-42.18455827,92.34143464
M2092,Ch,-11.9919,-68.4023,80.0991,-12.10102388,-68.49592338,78.48600349
M2092,Prn,15.561,-31.2607,111.222,15.561,-31.2607,111.222
N0761,Ft,-82.0445,79.4458,18.5267,-80.24231475,80.02072897,20.34819962
N0761,Ex,-63.3976,52.0367,37.3715,-64.37139946,51.56618192,36.19419039
N0761,En,-32.6643,48.9471,44.4694,-34.03512007,51.02799427,43.6401176
N0761,Al,-36.6014,16.6424,49.2908,-37.00042295,18.8905617,49.06073312
N0761,Sbal,-32.439,12.1598,60.3056,-32.26079423,13.51243048,58.02717311
N0761,Ch,-43.9073,-12.0619,43.551,-44.26996492,-12.30746635,44.58920509
N0761,Prn,-16.406,18.2689,76.787,-16.406,18.2689,76.787
O4540,Ft,-60.8163,64.5196,15.5585,-60.69720462,63.64087049,15.89215403
O4540,Ex,-47.1686,39.8032,36.075,-49.98314286,39.06571089,37.07418439
O4540,En,-15.6558,37.7809,39.7666,-16.63084747,37.82511608,40.25785706
O4540,Al,-16.6376,4.44315,49.6241,-17.77604186,4.220267503,50.38293788
O4540,Sbal,-11.1189,1.73147,57.6137,-10.29913979,3.830555969,58.81011553
O4540,Ch,-28.5594,-26.3304,47.3096,-27.25019723,-27.92436461,47.74311159
O4540,Prn,0.784087,6.87901,69.8457,0.784087,6.87901,69.8457
P1519,Ft,-88.3192,106.296,40.9702,-88.90286803,104.6276074,40.50652993
P1519,Ex,-77.8646,78.5364,52.6986,-78.84213847,77.44359403,52.54334099
P1519,En,-49.9136,76.325,56.1532,-48.7956192,78.34921542,55.20481069
P1519,Al,-52.8349,36.5649,52.4222,-53.23751542,37.37556127,51.6079389
P1519,Sbal,-42.1426,30.5729,55.0797,-41.5808841,30.73697331,54.26485282
P1519,Ch,-53.0719,4.3295,47.4092,-53.69249412,5.891894407,47.58529759
P1519,Prn,-30.6481,40.7408,74.384,-30.6481,40.7408,74.384
Q6702,Ft,-49.5451,92.9297,-13.5553,-51.21052016,90.41559697,-14.01921295
Q6702,Ex,-27.6086,75.4293,24.0096,-27.68477493,73.49537924,21.9294076
Q6702,En,-1.47526,71.6163,30.0713,-1.827556524,70.71753669,29.29274456
Q6702,Al,-1.86863,32.4988,32.7762,-2.472848902,32.80400101,31.34935141
Q6702,Sbal,2.34082,30.5896,38.6222,2.920482906,31.71757696,39.40988014
Q6702,Ch,-11.6117,13.7397,27.0016,-12.9460111,13.17868784,25.63082015
Q6702,Prn,13.0643,39.0416,59.3954,13.0643,39.0416,59.3954
R4602,Ft,-26.8684,33.7365,73.4218,-26.33658416,32.60319372,73.1452885
R4602,Ex,-10.4663,8.90042,104.286,-10.77038016,7.923825232,104.8886715
R4602,En,17.8318,6.72828,108.54,16.73031668,8.089935391,108.4213126
R4602,Al,15.9826,-35.7127,109.653,15.39876387,-35.41703926,109.2272693
R4602,Sbal,22.7233,-34.6247,117.029,22.13987795,-33.60292915,117.3822737
R4602,Ch,9.06522,-56.7946,103.969,8.235819397,-53.98339561,103.3128647
R4602,Prn,32.1015,-24.4231,136.093,32.1015,-24.4231,136.093
S1767,Ft,-53.9589,30.2957,43.969,-52.51397277,32.19596765,44.15011709
S1767,Ex,-37.5931,6.19864,58.5608,-37.55201105,6.089713769,57.68331072
S1767,En,-9.67955,6.165,64.9512,-10.36143911,7.13223756,65.52354492
S1767,Al,-10.0266,-30.2965,72.0402,-9.590436082,-30.62451823,72.360032
S1767,Sbal,-4.55049,-35.299,78.0495,-3.244892372,-36.43419864,79.01326131
S1767,Ch,-16.7961,-59.0604,67.59,-16.90071071,-61.14366019,68.6033634
S1767,Prn,5.60735,-27.5925,98.385,5.60735,-27.5925,98.385
T1499,Ft,-64.5278,57.6893,15.6034,-64.20907112,57.02081031,16.03215993
T1499,Ex,-45.6539,35.5088,41.8354,-47.2447242,34.23257503,41.72530866
T1499,En,-14.372,35.4824,51.5606,-13.73517729,35.84134946,52.49149415
T1499,Al,-14.9241,-3.97674,56.0336,-14.73845942,-4.59973412,58.24538913
T1499,Sbal,-9.22113,-7.26033,61.8094,-9.839030402,-8.462436632,63.43526532
T1499,Ch,-26.3693,-25.6936,51.0728,-25.75392319,-24.83023954,50.76775008
T1499,Prn,0.466033,1.05907,82.0721,0.466033,1.05907,82.0721
U3461,Ft,-49.311,29.3337,42.2177,-48.16762973,29.14083116,41.99790315
U3461,Ex,-40.3633,6.31674,49.8913,-38.69225223,6.749265434,47.94901591
U3461,En,-9.91702,4.6528,60.587,-9.789663024,4.137055892,60.35978698
U3461,Al,-11.1049,-33.5363,69.9474,-10.34844572,-34.23515566,70.25205886
U3461,Sbal,-5.83329,-37.2755,77.6359,-4.974631849,-36.90170041,76.3789882
U3461,Ch,-19.8611,-55.5396,63.5394,-20.1707384,-55.82370857,64.52587321
U3461,Prn,3.34398,-32.931,98.2692,3.34398,-32.931,98.2692
V5036,Ft,-63.5541,42.4783,35.3174,-63.40125223,41.14450487,35.29487724
V5036,Ex,-46.6275,20.7819,60.3822,-47.45483333,21.09532835,61.15771698
V5036,En,-14.9455,15.8425,68.3793,-14.81979931,14.35984356,69.61398745
V5036,Al,-13.194,-25.4027,69.0293,-13.51545118,-24.34301458,67.47902757
V5036,Sbal,-7.56528,-24.3057,73.786,-7.441190865,-25.75146828,75.54496588
V5036,Ch,-23.4946,-47.3056,62.4444,-23.96545685,-46.49707576,62.21267818
V5036,Prn,2.24778,-13.3558,90.4383,2.24778,-13.3558,90.4383
W4812,Ft,-95.1353,70.4962,-26.898,-96.4708959,69.44285279,-26.76025261
W4812,Ex,-81.5845,43.7045,-13.7887,-81.12462682,42.60766792,-14.08616454
W4812,En,-47.1005,41.8941,-8.58758,-47.31163529,42.07824261,-8.951799383
W4812,Al,-45.0115,3.39507,0.955185,-45.06954681,3.056455212,1.288981626
W4812,Sbal,-39.1228,4.96045,5.8958,-38.40979411,4.032416995,6.539146063
W4812,Ch,-57.6069,-19.6252,-5.67467,-56.69633021,-19.25629701,-6.365195479
W4812,Prn,-28.6643,16.0014,21.6621,-28.6643,16.0014,21.6621
X0410,Ft,-53.1002,-2.05252,101.487,-52.8988982,-3.541814401,100.6778455
X0410,Ex,-41.3928,-28.2234,111.952,-40.06883913,-26.75182911,111.5025449
X0410,En,-10.4596,-30.0654,124.339,-11.99482218,-31.93458179,125.1502369
X0410,Al,-9.55153,-65.372,127.442,-7.966060455,-65.56027592,126.3589505
X0410,Sbal,-0.512264,-68.8421,132.977,0.314555716,-69.56519509,132.494318
X0410,Ch,-11.4975,-93.3349,124.282,-12.47642672,-92.81873889,125.0857616
X0410,Prn,9.1077,-57.3684,146.024,9.1077,-57.3684,146.024
Y3612,Ft,-69.2214,35.4572,-22.3392,-68.06226799,35.78131479,-23.95268421
Y3612,Ex,-49.5115,19.0556,2.24449,-48.81625529,20.85584855,0.765152068
Y3612,En,-24.7224,14.0773,3.8714,-25.42737398,13.80265886,4.375159666
Y3612,Al,-26.3275,-26.5109,9.25251,-25.556189,-28.45719706,8.440450355
Y3612,Sbal,-21.0229,-29.1114,16.2261,-20.55117077,-28.55357143,14.78637948
Y3612,Ch,-33.6034,-49.4064,3.50912,-35.58567835,-49.88166353,2.130272951
Y3612,Prn,-9.487,-22.4176,35.4652,-9.487,-22.4176,35.4652
Z1471,Ft,-53.6571,60.3565,-4.21147,-54.96316431,61.08967448,-4.944121906
Z1471,Ex,-42.1851,37.039,5.84451,-41.61165506,36.74963009,4.756921201
Z1471,En,-13.5087,33.5911,15.152,-14.14215223,32.43327547,14.73694951
Z1471,Al,-15.6147,-0.244218,22.7409,-15.24283246,-1.444447488,23.80813823
Z1471,Sbal,-7.45835,-6.08836,29.7376,-6.694162478,-4.868308467,31.44701051
Z1471,Ch,-18.8951,-26.117,22.5662,-18.45755268,-25.68406799,23.02672598
Z1471,Prn,1.86512,0.750253,46.7736,1.86512,0.750253,46.7736
A6563,Ft,-66.1512,41.7362,-27.8877,-64.05805084,42.42869532,-28.73923056
A6563,Ex,-51.4155,27.4148,-4.89717,-50.5117826,26.10544442,-6.750905942
A6563,En,-21.2221,24.5793,2.15636,-22.28240844,24.5706493,-0.191403256
A6563,Al,-21.9054,-9.79237,12.9314,-22.92736152,-9.270473916,13.64134258
A6563,Sbal,-16.0265,-15.5026,17.5827,-16.00187684,-14.87464896,17.69518106
A6563,Ch,-34.5341,-32.533,1.83216,-33.67705496,-31.65189195,1.945536654
A6563,Prn,-6.43039,-6.46276,36.3588,-6.43039,-6.46276,36.3588
B8994,Ft,-44.2917,-16.6567,87.1713,-43.64973112,-16.24559728,86.86181625
B8994,Ex,-29.584,-34.5074,103.355,-28.86259537,-33.9422264,102.4449946
B8994,En,-1.0973,-36.7154,112.551,-0.649708338,-34.79466183,114.1683376
B8994,Al,-1.28141,-78.727,116.833,-0.632040532,-78.61116799,116.2143226
B8994,Sbal,4.75897,-83.4558,122.935,4.20497504,-84.32718269,121.9128283
B8994,Ch,-13.2316,-106.015,112.661,-13.29504862,-104.6182912,113.8794738
B8994,Prn,14.2245,-78.3709,145.576,14.2245,-78.3709,145.576
C3202,Ft,-47.4849,-13.8756,56.7243,-48.24227098,-13.42936334,56.92618208
C3202,Ex,-30.0062,-29.6881,77.168,-29.37226451,-31.07435458,76.89208391
C3202,En,-2.72782,-31.8519,80.5289,-3.935335895,-30.18415287,81.0987582
C3202,Al,-5.41532,-72.616,83.3528,-5.208227975,-73.74117974,84.31764752
C3202,Sbal,1.09746,-70.7988,91.3902,2.784198275,-69.43365228,90.03872377
C3202,Ch,-16.384,-88.3942,78.0006,-16.0512448,-89.31036622,78.08977051
C3202,Prn,14.1111,-67.1894,106.627,14.1111,-67.1894,106.627
D8850,Ft,-56.2916,20.8468,22.4719,-57.2789,21.74986431,21.71428064
D8850,Ex,-41.3535,-11.2556,46.1951,-41.62865022,-10.74124771,46.78521005
D8850,En,-13.0124,-14.5323,54.8843,-11.2071878,-15.06591868,54.0629343
D8850,Al,-14.6495,-54.2729,53.2049,-14.10808312,-54.43586576,55.36427505
D8850,Sbal,-7.37396,-57.8614,58.4614,-7.518189518,-57.97908255,58.45831181
D8850,Ch,-18.3699,-78.9422,49.6406,-17.95538879,-78.37020491,51.41453367
D8850,Prn,6.3031,-46.7125,75.2497,6.3031,-46.7125,75.2497
A4918,Ft,-14.0394,113.498,-25.0037,-13.15996937,110.9981749,-24.77787482
A4918,Ex,2.83566,93.1929,-0.495667,1.428263175,93.07854826,-1.386066409
A4918,En,30.2187,92.0892,10.2582,29.16196962,92.83534417,9.988547272
A4918,Al,28.3104,55.7781,15.0606,27.54146388,54.9728532,14.44104009
A4918,Sbal,33.6793,51.6119,20.5675,33.7410186,49.98492336,20.38350664
A4918,Ch,21.2358,32.0554,5.10796,20.63466122,32.00249884,3.379923646
A4918,Prn,45.8126,60.2898,43.2953,45.8126,60.2898,43.2953
B4050,Ft,-69.4003,-22.0027,72.2345,-68.31308611,-21.13556939,71.74515053
B4050,Ex,-48.8737,-44.8989,99.151,-49.94528209,-42.02867111,99.11390135
B4050,En,-23.1596,-45.5943,105.666,-22.13597163,-45.21279544,106.3471597
B4050,Al,-22.022,-80.77,113.931,-21.64403725,-81.27148269,115.1431415
B4050,Sbal,-15.4329,-85.1476,122.303,-16.46496463,-84.88605093,121.4610228
B4050,Ch,-28.3767,-109.223,109.62,-27.77173569,-109.9053467,109.9045111
B4050,Prn,-4.97646,-77.4644,139.428,-4.97646,-77.4644,139.428
C4389,Ft,-62.7435,60.9073,-26.1225,-60.88481995,60.76817114,-25.56097554
C4389,Ex,-40.6347,36.3082,5.49042,-42.19125636,37.46902817,5.334731923
C4389,En,-12.4226,34.879,12.6523,-11.82584304,35.23677798,14.51179462
C4389,Al,-13.4441,-4.58716,17.0122,-12.74955498,-4.826673075,17.04403407
C4389,Sbal,-7.83921,-5.58009,25.7496,-7.227891598,-4.891651831,26.82198568
C4389,Ch,-23.2527,-26.4178,13.3806,-24.04339975,-25.95714549,12.64682284
C4389,Prn,4.56752,1.89078,44.669,4.56752,1.89078,44.669
D2318,Ft,-73.5862,56.1437,0.280707,-74.31638975,55.57745553,1.655876972
D2318,Ex,-61.4434,31.9426,14.0669,-62.23804323,31.97036662,13.81859311
D2318,En,-30.988,28.5634,19.4467,-32.15199951,26.40565629,20.74578768
D2318,Al,-34.1681,-10.2113,17.3014,-33.85901003,-10.3930763,18.77854994
D2318,Sbal,-27.7353,-15.6598,19.7521,-28.03963232,-15.98897276,18.55717521
D2318,Ch,-42.5974,-40.3404,4.29248,-40.98639508,-39.9318098,4.625898307
D2318,Prn,-14.3528,-9.6489,47.5405,-14.3528,-9.6489,47.5405
E6693,Ft,-78.4885,22.0374,20.0228,-78.97146146,21.29284865,19.71825767
E6693,Ex,-51.5583,2.60055,66.2617,-52.49745546,2.248396908,66.97630299
E6693,En,-22.752,1.47347,74.2583,-21.96538887,2.304902654,75.45272268
E6693,Al,-26.2946,-31.8022,79.6606,-26.45213897,-32.37563094,79.83557603
E6693,Sbal,-18.2081,-37.4419,89.1387,-19.91040302,-37.35602417,89.03753091
E6693,Ch,-30.0256,-65.3485,80.9492,-28.27460582,-64.89009961,81.730345
E6693,Prn,-9.96018,-26.796,104.022,-9.96018,-26.796,104.022
F2836,Ft,-51.9381,64.843,-11.9875,-52.09514748,66.15995426,-12.21106902
F2836,Ex,-32.246,30.0093,11.8723,-33.08335816,29.86114516,11.66734236
F2836,En,-1.5514,32.7032,21.3637,-2.046507509,34.4822965,21.41003977
F2836,Al,-5.64392,-6.32512,26.6045,-5.446760922,-6.656481107,26.80923677
F2836,Sbal,1.68303,-12.3811,34.7841,1.942480039,-13.12445746,35.99598751
F2836,Ch,-13.263,-34.279,22.378,-14.28150889,-34.60530606,20.39708247
F2836,Prn,13.3885,-4.14929,57.4538,13.3885,-4.14929,57.4538
G9516,Ft,-47.1421,42.7107,48.1015,-49.21594807,41.90362967,47.29172179
G9516,Ex,-32.0408,11.9669,67.8046,-33.14618161,10.85314204,68.16146939
G9516,En,-0.573942,7.56557,80.3582,-0.931838972,5.456418024,79.42817686
G9516,Al,-4.97342,-32.27,86.067,-4.605934229,-30.51748399,85.47471077
G9516,Sbal,3.51664,-39.0831,94.2866,4.250073936,-39.5236397,94.09774761
G9516,Ch,-13.1897,-63.2032,82.9042,-13.47696727,-63.05049223,83.32975738
G9516,Prn,13.3497,-26.2873,112.091,13.3497,-26.2873,112.091
H7033,Ft,-61.7209,17.753,45.2859,-61.91499955,19.56979802,44.79929722
H7033,Ex,-46.0625,-6.22595,63.1203,-46.74340904,-6.668671947,63.92029829
H7033,En,-16.5785,-5.85476,71.9976,-15.90289993,-6.075546952,72.04854174
H7033,Al,-18.5232,-43.4205,77.8987,-18.47797225,-42.66195814,79.51830986
H7033,Sbal,-10.9374,-51.3593,83.3128,-10.2989922,-51.54580573,83.90829492
H7033,Ch,-26.7637,-74.9738,71.0046,-27.49450348,-73.97475495,71.66826135
H7033,Prn,-2.70959,-40.7195,101.001,-2.70959,-40.7195,101.001
I4157,Ft,-62.1051,62.5902,-13.2259,-61.75878265,60.7773432,-10.29624175
I4157,Ex,-44.7326,39.9268,10.1344,-43.85378975,39.22567572,9.728079041
I4157,En,-14.2665,36.7338,20.2235,-14.30916304,38.1651539,21.91535947
I4157,Al,-15.9897,-0.961178,23.6583,-17.28381858,0.178721289,24.92306972
I4157,Sbal,-6.66387,0.0997982,30.5474,-6.144090683,-1.619571901,29.73511262
I4157,Ch,-23.4148,-26.5433,16.1878,-23.32988223,-26.62881949,17.01382327
I4157,Prn,1.43661,8.61505,48.834,1.43661,8.61505,48.834
J1160,Ft,-36.6199,63.7848,42.6129,-38.3955265,62.72752314,41.51126064
J1160,Ex,-26.6461,38.1213,50.1829,-26.40339636,39.00612154,50.68853306
J1160,En,4.60237,36.4123,58.1764,5.419004272,36.08346157,57.95773027
J1160,Al,1.99634,-0.0797137,61.3416,2.757523826,0.431718066,60.83617558
J1160,Sbal,5.11279,-4.51937,66.5826,5.540802873,-5.690479886,65.01397602
J1160,Ch,-5.143,-25.4863,56.3126,-5.139080603,-25.25805907,56.3698386
J1160,Prn,16.3585,5.00582,88.1552,16.3585,5.00582,88.1552
K5969,Ft,-52.087,16.5715,9.78731,-50.71852466,17.2298882,8.680117447
K5969,Ex,-34.8521,-0.88521,28.8964,-35.74796668,-0.413951534,28.47030356
K5969,En,-7.30073,-4.21182,33.6732,-8.091659162,-3.333172631,33.97937688
K5969,Al,-7.92842,-47.1146,44.4801,-6.705227907,-47.61265838,43.73329192
K5969,Sbal,-2.78082,-47.8231,49.6026,-2.720564966,-48.6907841,49.13195173
K5969,Ch,-12.8264,-72.218,41.4467,-13.10354701,-71.46319894,40.50020622
K5969,Prn,14.9645,-38.7088,66.6821,14.9645,-38.7088,66.6821
L3019,Ft,-71.9571,6.0502,21.5694,-72.34611187,6.805213173,20.76004927
L3019,Ex,-62.7171,-15.7924,35.3515,-63.21693943,-15.77678958,35.95173481
L3019,En,-30.1314,-14.3345,47.8873,-29.62971116,-13.95497676,49.57214508
L3019,Al,-30.4512,-53.112,59.9182,-31.30295498,-53.81113236,60.46755186
L3019,Sbal,-26.5046,-51.9156,66.0055,-25.73204858,-51.86766929,65.88561776
L3019,Ch,-40.9799,-75.3949,50.2532,-42.00093961,-76.36747426,51.33974177
L3019,Prn,-16.0729,-45.1367,81.8806,-16.0729,-45.1367,81.8806
M7088,Ft,-67.9534,3.60594,73.8771,-66.98256962,5.57589469,72.72189747
M7088,Ex,-46.7528,-14.0828,101.08,-46.84460573,-12.86408906,101.2559523
M7088,En,-12.23,-16.5085,109.811,-11.74743217,-16.03904365,107.7019228
M7088,Al,-15.8124,-53.9238,118.231,-16.93271459,-54.91374081,119.0608936
M7088,Sbal,-9.23293,-55.9216,123.174,-9.95760604,-53.61762169,123.2334053
M7088,Ch,-24.4027,-81.6965,114.118,-24.15697237,-81.70512311,114.1150363
M7088,Prn,0.691447,-48.3923,142.057,0.691447,-48.3923,142.057
N7307,Ft,-26.135,47.1432,18.4562,-25.74127975,47.91195088,20.58698873
N7307,Ex,-5.03619,15.2371,37.117,-5.671431381,14.37803269,35.53701623
N7307,En,23.3764,16.7181,45.5991,21.45477706,17.83379225,45.79982024
N7307,Al,25.8985,-25.0526,48.9081,25.9770195,-25.70638002,48.53176075
N7307,Sbal,29.1694,-28.6532,52.8506,27.7987761,-27.67828643,53.53236095
N7307,Ch,17.6737,-47.796,44.48,17.8520128,-46.50362477,44.3855013
N7307,Prn,39.2937,-20.0843,74.6745,39.2937,-20.0843,74.6745
O2030,Ft,-48.1339,5.24054,63.0702,-47.40467874,5.81277703,63.45826643
O2030,Ex,-30.2798,-16.7245,89.7243,-30.43648834,-19.13984507,89.96279184
O2030,En,3.42033,-18.5452,100.249,2.399151679,-19.93219704,101.7106741
O2030,Al,1.31408,-56.8705,108.726,0.558199559,-58.75919808,108.535672
O2030,Sbal,6.62097,-58.4158,114.352,8.893634726,-60.4814659,116.188154
O2030,Ch,-4.10813,-83.3552,107.98,-3.585655524,-82.3549751,107.5411122
O2030,Prn,18.2892,-49.1396,131.079,18.2892,-49.1396,131.079
P7899,Ft,-73.6161,44.4124,71.7637,-74.48829424,43.89015566,69.75556092
P7899,Ex,-56.2679,23.5613,94.745,-54.70600019,22.02894594,95.33300455
P7899,En,-27.1605,21.4914,100.96,-26.89327959,20.95175881,102.4036421
P7899,Al,-27.3357,-20.2556,108.518,-26.59456138,-20.36371766,107.7923855
P7899,Sbal,-21.647,-20.0086,112.45,-22.59560004,-20.03756039,112.5726256
P7899,Ch,-35.4555,-44.983,103.219,-36.2454782,-42.70827701,106.2744501
P7899,Prn,-11.1418,-8.82949,128.888,-11.1418,-8.82949,128.888
Q8471,Ft,-82.5549,92.8759,15.2545,-80.99906547,92.40583513,14.54269791
Q8471,Ex,-61.4014,63.5173,38.3328,-61.23823786,64.41247375,36.12892922
Q8471,En,-32.979,57.2779,42.3677,-32.30826059,56.04532146,43.5402263
Q8471,Al,-32.1195,17.9371,43.8059,-33.45572622,16.83961076,41.46107078
Q8471,Sbal,-25.9098,15.3464,49.9283,-26.27058981,14.8476444,51.19777285
Q8471,Ch,-39.1136,-3.14891,39.4574,-37.32680804,-2.253493651,40.10292989
Q8471,Prn,-13.4879,24.2871,66.9335,-13.4879,24.2871,66.9335
R2937,Ft,-84.9842,11.8687,35.1548,-84.62295384,12.52044532,36.45994729
R2937,Ex,-65.5413,-13.4746,63.0717,-65.39092571,-13.82216996,61.48643112
R2937,En,-32.8645,-18.272,73.5827,-33.31746164,-18.89045446,72.45661584
R2937,Al,-34.4255,-58.9833,75.0459,-32.75990513,-58.46684027,73.66113998
R2937,Sbal,-27.9556,-60.04,81.0846,-28.22162272,-60.49781918,81.24300798
R2937,Ch,-41.5989,-87.4424,72.1551,-42.97417704,-85.37532489,71.54866234
R2937,Prn,-20.0396,-48.1317,102.159,-20.0396,-48.1317,102.159
S0790,Ft,-56.5547,77.5282,81.9032,-55.95377782,76.89584364,82.63919004
S0790,Ex,-34.3809,53.6797,116.35,-35.42187208,55.28913337,115.747576
S0790,En,-8.10128,47.7218,119.262,-6.643050089,46.80725746,119.7851903
S0790,Al,-10.2463,6.57973,119.851,-11.06256012,6.567546279,118.9513262
S0790,Sbal,-1.72578,6.15193,124.575,-1.87761664,3.400115694,124.7312356
S0790,Ch,-14.262,-17.5552,114.359,-15.56815893,-17.92594246,116.0919929
S0790,Prn,5.22734,14.4502,139.937,5.22734,14.4502,139.937
T0114,Ft,-71.4393,42.7685,48.1313,-71.24632255,43.3877295,47.45282183
T0114,Ex,-51.7125,20.5462,73.8439,-51.85294802,20.01717047,73.37696239
T0114,En,-21.86,17.1782,81.6521,-22.28274114,16.39743329,81.56781343
T0114,Al,-26.6695,-21.5166,88.1023,-26.65912914,-20.90576466,88.47761889
T0114,Sbal,-19.6976,-21.8496,93.7749,-19.74557205,-23.61507883,93.8105833
T0114,Ch,-33.871,-46.5936,83.1611,-33.35222248,-46.54206565,82.2863111
T0114,Prn,-9.0091,-13.1484,107.535,-9.0091,-13.1484,107.535
U0355,Ft,-80.1406,50.906,53.316,-78.84980324,52.03795985,54.92338303
U0355,Ex,-62.4835,24.7183,81.9165,-62.35253695,24.31605477,83.23518545
U0355,En,-29.8677,22.9485,94.1342,-29.89162063,21.82494432,93.21553177
U0355,Al,-28.7663,-14.6507,101.157,-27.26807033,-15.13881235,101.0317303
U0355,Sbal,-21.596,-18.4474,109.034,-22.33952862,-17.09263227,109.8102142
U0355,Ch,-40.1013,-44.0444,95.3925,-39.12834397,-43.72474086,95.79727644
U0355,Prn,-13.418,-9.20116,128.338,-13.418,-9.20116,128.338
V3151,Ft,-83.2625,115.406,-17.3796,-84.1286298,113.9996455,-19.15241358
